id,id_label,resolved,first_observed,last_observed,observations,min_cust_aff,max_cust_aff,min_start,max_etr,last_cause,longitude,latitude,county,neighborhood
66715,66715,1,2022-08-24T10:54:34Z,2022-08-24T11:14:34Z,2,4,4,2022-08-24T10:49:13Z,2022-08-24T17:00:00Z,Cause Being Investigated,-63.616,44.67036,Halifax,North End
66711,66711,1,2022-08-24T06:14:34Z,2022-08-24T10:44:34Z,9,4,4,2022-08-24T06:00:00Z,2022-08-24T12:00:00Z,Damage to Overhead Equipment,-63.61148,44.85455,Halifax,
66713,66713,1,2022-08-24T06:44:34Z,2022-08-24T09:04:34Z,3,4,4,2022-08-24T06:38:22Z,2022-08-24T11:45:00Z,Cause Being Investigated,-60.63387,45.93727,Cape Breton,
66703,66703,1,2022-08-24T00:34:35Z,2022-08-24T06:44:34Z,15,4,4,2022-08-24T00:18:58Z,2022-08-24T09:00:00Z,Cause Being Investigated,-63.57602,44.648,Halifax,Downtown Halifax
66710,66710,1,2022-08-24T05:24:34Z,2022-08-24T06:24:35Z,4,4,4,2022-08-24T05:12:00Z,2022-08-24T13:00:00Z,Cause Being Investigated,-64.56266,44.32025,Lunenburg,
66709,66709,1,2022-08-24T03:14:34Z,2022-08-24T05:44:34Z,4,4,4,2022-08-24T03:05:00Z,2022-08-24T07:00:00Z,Cause Being Investigated,-63.58541,45.83236,Cumberland,
66708,66708,1,2022-08-24T01:14:28Z,2022-08-24T03:34:34Z,6,4,4,2022-08-24T01:02:00Z,2022-08-24T06:15:00Z,Cause Being Investigated,-61.30146,46.23733,Inverness,
66707,66707,1,2022-08-24T01:04:34Z,2022-08-24T03:14:34Z,6,8,8,2022-08-24T00:49:04Z,2022-08-24T04:00:00Z,Cause Being Investigated,-63.61097,44.85476,Halifax,
66705,66705,1,2022-08-24T00:54:35Z,2022-08-24T02:44:34Z,6,4,4,2022-08-24T00:47:53Z,2022-08-24T04:45:00Z,Cause Being Investigated,-65.06039,44.94549,Annapolis,
66706,66706,1,2022-08-24T00:54:35Z,2022-08-24T02:34:35Z,5,4,4,2022-08-24T00:45:39Z,2022-08-24T05:30:00Z,Cause Being Investigated,-65.66074,43.48893,Shelburne,
66704,66704,1,2022-08-24T00:54:35Z,2022-08-24T01:04:34Z,2,4,4,2022-08-24T00:49:04Z,2022-08-24T04:15:00Z,Cause Being Investigated,-63.61122,44.85422,Halifax,
66702,66702,1,2022-08-24T00:24:35Z,2022-08-24T00:44:35Z,3,4,4,2022-08-24T00:14:34Z,2022-08-24T02:30:00Z,Cause Being Investigated,-61.30172,46.2367,Inverness,

